"rules","support","confidence","coverage","lift","count"
"{retweet_es_finde=Finde,retweet_verified=Sin verificar,RT_popular=muy muchos} => {adherencia=muy_alta}",0.0225042020294246,0.387667560321716,0.0580502583469942,2.31658347070045,2169
"{difusion=intermedia,retweet_verified=Verificados,RT_popular=muy muchos} => {adherencia=alta}",0.0274428835259696,0.696786090621707,0.0393849473968168,2.49879583964509,2645
"{adherencia=alta,difusion=intermedia,RT_popular=muy muchos} => {retweet_verified=Verificados}",0.0274428835259696,0.707408397967371,0.0387935506629869,3.15362794694224,2645
"{adherencia=alta,retweet_verified=Verificados,RT_popular=muy muchos} => {difusion=intermedia}",0.0274428835259696,0.474694903086863,0.0578116245772032,2.39088859475951,2645
"{difusion=intermedia,retweet_es_finde=Finde,RT_popular=muy muchos} => {retweet_verified=Verificados}",0.0223693220725862,0.678200692041522,0.0329833371376398,3.02341993988649,2156
"{retweet_es_finde=Finde,retweet_verified=Verificados,RT_popular=muy muchos} => {difusion=intermedia}",0.0223693220725862,0.226114315679077,0.0989292606503289,1.13886653291079,2156
"{difusion=intermedia,retweet_es_finde=Finde,RT_popular=muy muchos} => {adherencia=alta}",0.0229710941877114,0.696445423089022,0.0329833371376398,2.49757414675421,2214
"{adherencia=alta,retweet_es_finde=Finde,RT_popular=muy muchos} => {difusion=intermedia}",0.0229710941877114,0.455930807248764,0.0503828515697952,2.29637975879235,2214
"{1_resp=ahora,retweet_verified=Verificados,RT_popular=muy muchos} => {polaridad=Neutro}",0.0213110331804694,0.521849593495935,0.0408375007781536,1.03929966980732,2054
"{1_resp=ahora,polaridad=Neutro,RT_popular=muy muchos} => {retweet_verified=Verificados}",0.0213110331804694,0.699115044247788,0.0304828702454815,3.11665616071648,2054
"{polaridad=Neutro,retweet_verified=Verificados,RT_popular=muy muchos} => {1_resp=ahora}",0.0213110331804694,0.26783152953449,0.0795687991533689,1.33918543679151,2054
"{1_resp=ahora,retweet_es_finde=Finde,RT_popular=muy muchos} => {retweet_verified=Verificados}",0.0233861094395219,0.706140350877193,0.0331182170944782,3.14797499066816,2254
"{retweet_es_finde=Finde,retweet_verified=Verificados,RT_popular=muy muchos} => {1_resp=ahora}",0.0233861094395219,0.236392239119035,0.0989292606503289,1.18198572270029,2254
"{1_resp=desde el pasado,retweet_verified=Verificados,RT_popular=muy muchos} => {retweet_es_finde=Finde}",0.0203772488638957,0.829041789784719,0.0245792782884771,1.35945532747556,1964
"{1_resp=desde el pasado,retweet_es_finde=Finde,RT_popular=muy muchos} => {retweet_verified=Verificados}",0.0203772488638957,0.525695931477516,0.0387624245191011,2.34355343513719,1964
"{retweet_es_finde=Finde,retweet_verified=Verificados,RT_popular=muy muchos} => {1_resp=desde el pasado}",0.0203772488638957,0.205977975878343,0.0989292606503289,1.02980440248503,1964
"{1_resp=desde el pasado,difusion=alta,RT_popular=muy muchos} => {retweet_es_finde=Finde}",0.0259695793820423,0.786859478151525,0.0330040879002303,1.29028514934754,2503
"{1_resp=desde el pasado,retweet_es_finde=Finde,RT_popular=muy muchos} => {difusion=alta}",0.0259695793820423,0.669967880085653,0.0387624245191011,2.57323839238126,2503
"{difusion=alta,retweet_es_finde=Finde,RT_popular=muy muchos} => {1_resp=desde el pasado}",0.0259695793820423,0.375149880095923,0.0692245440019921,1.87559372047958,2503
"{1_resp=desde el pasado,polaridad=Neutro,RT_popular=muy muchos} => {retweet_es_finde=Finde}",0.0200763628063331,0.788830004076641,0.0254508103172792,1.29351640017209,1935
"{1_resp=desde el pasado,retweet_es_finde=Finde,RT_popular=muy muchos} => {polaridad=Neutro}",0.0200763628063331,0.517933618843683,0.0387624245191011,1.03150073460878,1935
"{polaridad=Neutro,retweet_es_finde=Finde,RT_popular=muy muchos} => {1_resp=desde el pasado}",0.0200763628063331,0.252808988764045,0.0794131684339399,1.26394003294202,1935
"{difusion=baja,retweet_verified=Verificados,RT_popular=muy muchos} => {adherencia=intermedia}",0.0225042020294246,0.61601817665436,0.0365317175406196,2.20997036783669,2169
